Rank,Title,Overall,Country,Region,Academic Reputation,Citations per Faculty,Faculty Student Ratio,Employer Reputation,International Student Ratio,International Research Network,International Faculty Ratio,Sustainabilty,FemaleStudentRatio,GDPperCapita,ImageLink
639,Inha University,NA,South Korea,Asia,12.2,10.9,77.2,14.3,13.7,23.9,9.7,41.4,42,71.9896875,https://www.topuniversities.com/sites/default/files/inha-university_592560cf2aeae70239af4d3a_small.jpg
640,Savitribai Phule Pune University,NA,India,Asia,8.9,35.3,48.8,18.3,2.5,44.2,1.4,1.8,44,18.52273058,https://www.topuniversities.com/sites/default/files/university-of-pune_592560cf2aeae70239af4c80_small.jpg
641,Tulane University,NA,United States,North America,9.8,9.7,84.7,6,10.8,75.4,9.9,8,60,89.24293274,https://www.topuniversities.com/sites/default/files/tulane-university_631_small.jpg
642,Universidad de Concepción,NA,Chile,Latin America,26.2,6.7,14.8,22.4,1.7,61.1,10.6,45.9,54,56.87417626,https://www.topuniversities.com/sites/default/files/universidad-de-concepcin_1700_small.jpg
643,University of Portsmouth,NA,United Kingdom,Europe,8.1,15.1,8.6,7.3,85.3,75.4,74,21.1,47,78.90086953,https://www.topuniversities.com/sites/default/files/220208040544pm645473UoP-logo-200x200px-48x48.jpg
644,Beirut Arab University ,NA,Lebanon,Asia,17.7,3.3,19.1,14.8,48.2,28,88.5,1,54,NA,https://www.topuniversities.com/sites/default/files/beirut-arab-university-_592560cf2aeae70239af4ee5_small.jpg
645,De La Salle University,NA,Philippines,Asia,22.6,4.5,10,52.4,2.5,22.2,1.9,2.7,50,26.75310693,https://www.topuniversities.com/sites/default/files/de-la-salle-university_153_small.jpg
646,East China University of Science and Technology,NA,China,Asia,6.9,69.7,11.8,3.4,1.7,39.6,2.5,2.5,44,52.76973633,https://www.topuniversities.com/sites/default/files/east-china-university-of-science-and-technology_876_small.jpg
647,Hacettepe University ,NA,Türkiye,Asia,22.5,7.1,10.8,29.4,3.5,72.1,4,34.8,54,NA,https://www.topuniversities.com/sites/default/files/hacettepe-university-_592560cf2aeae70239af4d8c_small.jpg
648,Lehigh University,NA,United States,North America,5.2,32.5,24.3,4.8,27.8,44.5,47.1,33.3,46,89.24293274,https://www.topuniversities.com/sites/default/files/230505060940pm345928Lehigh-for-social-48x48.jpg
649,National Central University,NA,Taiwan,Asia,21.5,14.4,22.9,28.2,10,30.4,11.6,27.9,35,NA,https://www.topuniversities.com/sites/default/files/national-central-university_434_small.jpg
650,Oregon State University,NA,United States,North America,14.6,33.9,15.6,4.2,8.1,81.2,11.7,21.1,54,89.24293274,https://www.topuniversities.com/sites/default/files/oregon-state-university_592560cf2aeae70239af4dc3_small.jpg
651,Ritsumeikan University,NA,Japan,Asia,16.6,3.1,7.8,55.7,9.6,30.9,28.4,39.5,37,73.04123134,https://www.topuniversities.com/sites/default/files/ritsumeikan-university_592560cf2aeae70239af4c92_small.jpg
652,Soochow University,NA,China,Asia,6.6,63,15.9,2.6,2.5,47.4,6.2,2,54,52.76973633,https://www.topuniversities.com/sites/default/files/soochow-university_592560cf2aeae70239af4dfa_small.jpg
653,Symbiosis International (Deemed University),NA,India,Asia,5.4,1.8,19.7,95.6,3.6,16.7,16.1,2,54,18.52273058,https://www.topuniversities.com/sites/default/files/231020084546am287151Symbiosis-International-University-Logo-48x48.jpg
654,Universiti Tenaga Nasional (UNITEN),NA,Malaysia,Asia,8,17.3,62.2,11.6,65,32.9,18,9.1,32,51.26186439,https://www.topuniversities.com/sites/default/files/universiti-tenaga-nasional-uniten_592560cf2aeae70239af4d97_small.jpg
655,"University of Missouri, Columbia",NA,United States,North America,14.3,16.5,37.8,8,3.3,66.5,46.7,12.3,54,89.24293274,https://www.topuniversities.com/sites/default/files/university-of-missouri-columbia_409_small.jpg
656,University of the Basque Country,NA,Spain,Europe,19.5,19,32.8,7.3,3.5,90.8,2.4,7.3,55,70.02244012,https://www.topuniversities.com/sites/default/files/universidad-del-pais-vasco_592560cf2aeae70239af506c_small.jpg
657,HUFS - Hankuk (Korea) University of Foreign Studies ,NA,South Korea,Asia,11.5,1.6,81.2,21.3,47.9,12.6,32,8.1,54,71.9896875,https://www.topuniversities.com/sites/default/files/hufs-hankuk-korea-university-of-foreign-studies_1054_small.jpg
658,Palacký University Olomouc,NA,Czechia,Europe,15.2,8.5,29.9,13.9,17.8,87.3,32.7,33,68,NA,https://www.topuniversities.com/sites/default/files/palack-university-in-olomouc_592560cf2aeae70239af5946_small.jpg
659,Universidade de Santiago de Compostela,NA,Spain,Europe,24.1,17,12.4,10.8,5.5,78,2.6,36.6,54,70.02244012,https://www.topuniversities.com/sites/default/files/universidade-de-santiago-de-compostela_547_small.jpg
660,University of Houston,NA,United States,North America,12.7,24.6,5,11.4,19.8,71.6,23.9,19.7,52,89.24293274,https://www.topuniversities.com/sites/default/files/university-of-houston_270_small.jpg
661,University of Zagreb,NA,Croatia,Europe,16.3,4.1,23.8,7.3,3.3,91.6,1.7,27.9,60,60.26690982,https://www.topuniversities.com/sites/default/files/university-of-zagreb_14110_small.jpg
662,Aberystwyth University,NA,United Kingdom,Europe,9.4,20.3,18.5,5.9,46.5,65.9,44.6,44.9,51,78.90086953,https://www.topuniversities.com/sites/default/files/211220023723pm848877Aber-Uni-Crest-200-x-200-48x48.jpg
663,City University of New York,NA,United States,North America,19.9,4.7,8.9,35.6,4.4,93.1,6.1,13.2,54,89.24293274,https://www.topuniversities.com/sites/default/files/city-university-of-new-york_149_small.jpg
664,Comenius University Bratislava,NA,Slovakia,Europe,12.8,3.5,56,8.5,22.9,60.2,3.8,5.1,54,63.33955336,https://www.topuniversities.com/sites/default/files/230322042211pm814933Comenius-University-Bratislava-48x48.jpg
665,Free University of Bozen-Bolzano,NA,Italy,Europe,5.8,42.6,12.8,1.5,37.4,49.3,72.3,2,67,72.96288444,https://www.topuniversities.com/sites/default/files/free-university-of-bozen-bolzano_592560cf2aeae70239af5007_small.jpg
666,ISCTE-IUL,NA,Portugal,Europe,6.9,47.8,2,5.9,49.6,49.7,18.7,1.5,54,66.14337006,https://www.topuniversities.com/sites/default/files/iscte-university-institute-of-lisbon_14199_small.jpg
667,International Islamic University Malaysia (IIUM),NA,Malaysia,Asia,24.4,3.1,13.4,17,57.1,62.5,22.8,1.2,54,51.26186439,https://www.topuniversities.com/sites/default/files/international-islamic-university-malaysia-iium_717_small.jpg
668,Memorial University of Newfoundland,NA,Canada,North America,7.2,28.6,10.1,5.9,78.4,74.1,23.9,16.9,55,83.04588614,https://www.topuniversities.com/sites/default/files/memorial-university-of-newfoundland_1760_small.jpg
669,National Chung Hsing University,NA,Taiwan,Asia,21.1,11.5,25.3,23,8.4,32.2,8.8,32.1,42,NA,https://www.topuniversities.com/sites/default/files/210804075257am94502001-48x48.jpg
670,"Sofia University ""St. Kliment Ohridski""",NA,Bulgaria,Europe,14.2,2,45.7,18,8.5,61,3,8.9,54,53.47540827,https://www.topuniversities.com/sites/default/files/sofia-university-st.-kliment-ohridski_592560cf2aeae70239af5654_small.jpg
671,Tokyo Medical and Dental University (TMDU),NA,Japan,Asia,11.8,17.7,100,6.5,13.4,21.9,2.4,1.6,57,73.04123134,https://www.topuniversities.com/sites/default/files/tokyo-medical-and-dental-university-tmdu_592560cf2aeae70239af4e8a_small.jpg
672,Universidad de la República (Udelar),NA,Uruguay,Latin America,27.1,1.6,14.2,13.7,2.3,62.4,7.9,2.6,54,63.23619624,https://www.topuniversities.com/sites/default/files/universidad-de-la-repblica-udelar_592560cf2aeae70239af515e_small.jpg
673,University of Manitoba,NA,Canada,North America,13.6,12,29.6,15.9,43.2,73.1,NA,16.3,54,83.04588614,https://www.topuniversities.com/sites/default/files/university-of-manitoba_592560cf2aeae70239af4c0a_small.jpg
674,University of Plymouth,NA,United Kingdom,Europe,8.9,25.9,11.6,8.9,36.2,80.1,49.8,21.5,59,78.90086953,https://www.topuniversities.com/sites/default/files/university-of-plymouth_592560cf2aeae70239af4c79_small.jpg
675,Abai Kazakh National Pedagogical University,NA,Kazakhstan,Asia,26.5,1.1,53.8,22.8,3.7,4.1,37.8,1.7,59,49.9990473,https://www.topuniversities.com/sites/default/files/abai-kazakh-national-pedagogical-university_592560cf2aeae70239af55d7_small.jpg
676,Bar-Ilan University,NA,Israel,Asia,7.8,48.1,7.5,6.1,2.7,50.1,46.4,4.2,61,83.85825362,https://www.topuniversities.com/sites/default/files/230731084451am210860BIULogo200pixelsgreen-48x48.jpg
677,Karl-Franzens-Universitaet Graz,NA,Austria,Europe,19.9,10.7,11.7,10.9,26.1,63.9,45.4,12.3,54,81.85182904,https://www.topuniversities.com/sites/default/files/karl-franzens-universitaet-graz_236_small.jpg
678,Kazakh National Agrarian Research University (KazNARU),NA,Kazakhstan,Asia,19.9,1.1,85.2,16.4,22.6,6.5,19.6,2.7,54,49.9990473,https://www.topuniversities.com/sites/default/files/240122053331am772732123-48x48.jpg
679,Martin-Luther-Universität Halle-Wittenberg,NA,Germany,Europe,13.1,7.4,80.1,6.4,8.8,90,NA,6.2,54,80.39040908,https://www.topuniversities.com/sites/default/files/martin-luther-universitt-halle-wittenberg_245_small.jpg
680,Universidade Federal de Minas Gerais (UFMG),NA,Brazil,Latin America,32.4,7,13.8,8.9,1.5,64,8,6.7,54,46.15332796,https://www.topuniversities.com/sites/default/files/universidade-federal-de-minas-gerais_1727_small.jpg
681,University of Haifa,NA,Israel,Asia,13,32.1,14.6,5.9,3.6,67.2,13.4,37.3,66,83.85825362,https://www.topuniversities.com/sites/default/files/240220092213am989705Screenshot-2024-02-20-at-11.20.42-48x48.jpg
682,China University of Mining and Technology,NA,China,Asia,3.5,68.5,14.1,1.6,NA,52.4,NA,2.8,54,52.76973633,https://www.topuniversities.com/sites/default/files/china-university-of-mining-and-technology_2003_small.jpg
683,"Goldsmiths, University of London",NA,United Kingdom,Europe,13.1,12,12.8,5.1,91.5,25.1,92,3.1,66,78.90086953,https://www.topuniversities.com/sites/default/files/goldsmiths-university-of-london_355_small.jpg
684,Indian Institute of Technology Hyderabad (IITH),NA,India,Asia,6.2,71.1,18.2,4.4,1.5,13.7,1.2,4.3,54,18.52273058,https://www.topuniversities.com/sites/default/files/indian-institute-of-technology-hyderabad_592560e19988f300e2320f86_small.jpg
685,Jeonbuk National University,NA,South Korea,Asia,15.6,10.6,61.3,11.1,6.8,35.3,7.8,48.5,46,71.9896875,https://www.topuniversities.com/sites/default/files/jeonbuk-national-university_592560cf2aeae70239af4aff_small.jpg
686,Prince Sultan University,NA,Saudi Arabia,Asia,6.5,31.7,14.7,5.3,13.9,54.3,100,3.6,54,73.39639355,https://www.topuniversities.com/sites/default/files/221201114936am874757PSU-logo-200x200-48x48.jpg
687,Princess Nourah bint Abdulrahman University,NA,Saudi Arabia,Asia,16.6,2.5,18.9,14.8,38.4,64,94.5,3.1,100,73.39639355,https://www.topuniversities.com/sites/default/files/princess-nourah-bint-abdulrahman-university_592560e39988f300e232144f_small.jpg
688,Temple University,NA,United States,North America,12.3,16.9,29.2,7.1,5.7,77.2,3,61.9,56,89.24293274,https://www.topuniversities.com/sites/default/files/temple-university_592560cf2aeae70239af4cdd_small.jpg
689,"University of Agriculture, Faisalabad ",NA,Pakistan,Asia,6.3,61,1.6,11.6,1.1,66.7,2.5,1.7,54,9.699987771,https://www.topuniversities.com/sites/default/files/university-of-agriculture-faisalabad_776_small.jpg
690,University of New Brunswick,NA,Canada,North America,4.9,27.5,19.9,8.3,34.1,48.7,61,29,54,83.04588614,https://www.topuniversities.com/sites/default/files/230131071527pm70078520770451-10159493364640393-6339597966658436698-n-48x48.jpg
691,Chandigarh University,NA,India,Asia,14.1,1.4,24,51.3,15.3,37.4,37.6,1.6,54,18.52273058,https://www.topuniversities.com/sites/default/files/chandigarh-university_600ebd4710ca6037cb12c714_small.jpg
692,Norwegian University of Life Sciences,NA,Norway,Europe,5.8,8.5,100,4.3,NA,74.7,NA,9.9,61,96.49396244,https://www.topuniversities.com/sites/default/files/norwegian-university-of-life-sciences_14423_small.jpg
693,Pakistan Institute of Engineering and Applied Sciences (PIEAS),NA,Pakistan,Asia,6.5,41,66.1,9.6,1,14.7,NA,1,54,9.699987771,https://www.topuniversities.com/sites/default/files/pakistan-institute-of-engineering-and-applied-sciences-pieas_592560cf2aeae70239af532f_small.jpg
694,Shiraz University,NA,Iran,Asia,6.9,60.7,4.6,5.4,2.2,54.3,1.2,7.9,53,30.89332457,https://www.topuniversities.com/sites/default/files/shiraz-university_592560cf2aeae70239af4e60_small.jpg
695,Universidad Central de Venezuela,NA,Venezuela,Latin America,21,1.1,27.1,40.6,1.4,21.5,2.6,1,54,NA,https://www.topuniversities.com/sites/default/files/universidad-central-de-venezuela_592560cf2aeae70239af54c0_small.jpg
696,Universidad Panamericana (UP),NA,Mexico,Latin America,9.9,1.2,75.4,20,2.5,20.1,17.4,2,48,49.96921193,https://www.topuniversities.com/sites/default/files/220110044732pm195521Logo-QS-Hub-v2-48x48.jpg
697,Universidad de La Habana,NA,Cuba,Latin America,17,1.5,72.8,10.6,3.7,17.8,1.8,1,54,NA,https://www.topuniversities.com/sites/default/files/221020033509pm867038295-UH-Color-48x48.jpg
698,Universidade Federal de São Paulo,NA,Brazil,Latin America,10.5,6,95.6,5.1,1.5,54,4.7,30.1,54,46.15332796,https://www.topuniversities.com/sites/default/files/universidade-federal-de-so-paulo_2750_small.jpg
699,Universidade Federal do Rio Grande Do Sul ,NA,Brazil,Latin America,28,10.1,12.8,5.3,1.6,80.1,2.2,31.3,54,46.15332796,https://www.topuniversities.com/sites/default/files/universidade-federal-do-rio-grande-do-sul_2239_small.jpg
700,University of Brescia,NA,Italy,Europe,4.4,56.3,7.4,2.2,6.3,55.5,2.6,44.9,47,72.96288444,https://www.topuniversities.com/sites/default/files/university-of-brescia_592560cf2aeae70239af5666_small.jpg
701,University of Greenwich,NA,United Kingdom,Europe,4.7,11.7,4.1,4.1,100,78.2,91.5,5.4,58,78.90086953,https://www.topuniversities.com/sites/default/files/university-of-greenwich_592560cf2aeae70239af50f0_small.jpg
702,University of Siena,NA,Italy,Europe,13.6,40.4,9.7,3.5,10.8,61,2.9,27.9,63,72.96288444,https://www.topuniversities.com/sites/default/files/231013125635pm129879LOGO-UNISI-VERTICALE-NERO-web-0-48x48.jpg
703,Beijing University of Chemical Technology,NA,China,Asia,4.5,67.1,19,1.8,1.7,37.2,2.5,1.3,54,52.76973633,https://www.topuniversities.com/sites/default/files/beijing-university-of-chemical-technology_2013_small.jpg
704,Dongguk University ,NA,South Korea,Asia,7.9,9.7,83.6,10.5,23.8,36.5,9,20.8,54,71.9896875,https://www.topuniversities.com/sites/default/files/dongguk-university_1048_small.jpg
705,Lebanese American University,NA,Lebanon,Asia,13.5,3.7,29.1,20.3,19.6,36.5,73.3,19.5,52,NA,https://www.topuniversities.com/sites/default/files/lebanese-american-university_592560cf2aeae70239af4eed_small.jpg
706,"National Institute of Technology, Tiruchirappalli",NA,India,Asia,4.1,71,9.1,2.8,1.8,34.5,NA,5.2,24,18.52273058,https://www.topuniversities.com/sites/default/files/national-institute-of-technology-tiruchirappalli_592560e19988f300e2320ebf_small.jpg
707,Stevens Institute of Technology,NA,United States,North America,2.6,41.7,5.2,4,96.4,18,53.2,1.3,29,89.24293274,https://www.topuniversities.com/sites/default/files/stevens-institute-of-technology_592560cf2aeae70239af4db6_small.jpg
708,Taras Shevchenko National University of Kyiv,NA,Ukraine,Europe,18.9,2.2,27,36.6,3.9,40.3,1.5,1.6,56,28.75240605,https://www.topuniversities.com/sites/default/files/taras-shevchenko-national-university-of-kyiv_14977_small.jpg
709,University of Nebraska - Lincoln,NA,United States,North America,10.6,30.4,16.9,5.8,7.1,73.1,21.5,33,54,89.24293274,https://www.topuniversities.com/sites/default/files/university-of-nebraska-lincoln_819_small.jpg
710,University of Oklahoma,NA,United States,North America,10.2,31.1,15.6,9.8,5.7,69.3,21.8,17.7,54,89.24293274,https://www.topuniversities.com/sites/default/files/university-of-oklahoma_467_small.jpg
711,Ahlia University,NA,Bahrain,Asia,16.7,3.8,31.7,8.4,42.7,9.3,100,2.5,54,69.83124022,https://www.topuniversities.com/sites/default/files/ahlia-university_592560cf2aeae70239af544c_small.jpg
712,American University,NA,United States,North America,16.2,4.3,32.9,29.3,19.4,30.6,8,4.8,62,89.24293274,https://www.topuniversities.com/sites/default/files/american-university_17_small.jpg
713,COMSATS University Islamabad,NA,Pakistan,Asia,11.7,18.2,13.4,30.5,1.4,88.3,1.5,14.6,42,9.699987771,https://www.topuniversities.com/sites/default/files/comsats-university-islamabad_592560cf2aeae70239af52bb_small.jpg
714,Czech University of Life Sciences in Prague,NA,Czechia,Europe,10.4,10.8,9.4,6.7,73.5,75.8,29,49.5,54,NA,https://www.topuniversities.com/sites/default/files/240905010255pm429537CZU-logo-zelena-48x48.jpg
715,De Montfort University,NA,United Kingdom,Europe,5.3,8,5.6,4.8,97.5,62.8,74.2,41.4,56,78.90086953,https://www.topuniversities.com/sites/default/files/de-montfort-university_592560cf2aeae70239af4d9f_small.jpg
716,"Lingnan University, Hong Kong",NA,Hong Kong,Asia,9.9,11,13.9,6.5,98.9,15.6,100,3.8,54,80.29230068,https://www.topuniversities.com/sites/default/files/lingnan-university-hong-kong_894_small.jpg
717,Nanjing Agricultural University,NA,China,Asia,5,67.6,7.5,1.9,1.5,48.2,NA,2.2,54,52.76973633,https://www.topuniversities.com/sites/default/files/nanjing-agricultural-university_881_small.jpg
718,Plekhanov Russian University of Economics,NA,Russia,Europe,14,2.3,49.8,19.1,16.2,51.9,3,11.6,57,56.86751092,https://www.topuniversities.com/sites/default/files/240403071352pm988413%D0%9B%D0%BE%D0%B3%D0%BE%D1%82%D0%B8%D0%BF-%D0%B4%D0%BB%D1%8F-QS-02-48x48.jpg
719,Saint Joseph University of Beirut (USJ) ,NA,Lebanon,Asia,8.2,2.4,50.7,16.4,25.8,13.1,91.3,1.4,54,NA,https://www.topuniversities.com/sites/default/files/saint-joseph-university-of-beirut-usj_1130_small.jpg
720,The National University of Science and Technology MISIS,NA,Russia,Europe,6.2,13.8,74.2,9,43.1,44.7,7.9,2.2,54,56.86751092,https://www.topuniversities.com/sites/default/files/the-national-university-of-science-and-technology-misis_14956_small.jpg
721,Ton Duc Thang University,NA,Vietnam,Asia,5,51.7,5.2,6.4,1.4,90.7,9.9,3.8,57,29.73104127,https://www.topuniversities.com/sites/default/files/ton-duc-thang-university_592560e19988f300e2320e3c_small.jpg
722,University of Mumbai,NA,India,Asia,9.1,30.9,2.8,28.8,2,18.3,2,1.7,54,18.52273058,https://www.topuniversities.com/sites/default/files/university-of-mumbai_592560cf2aeae70239af4c26_small.jpg
723,Université de Franche-Comté,NA,France,Europe,6.5,12.4,100,2.1,NA,76.7,NA,1.7,54,77.46249131,https://www.topuniversities.com/sites/default/files/universit-de-franche-comt_592560cf2aeae70239af4f88_small.jpg
